"sPartida","sNoCotizacion","iConsecutivo","tTipoAparato","iNumFases","iFrecuencia","tTipoArreglo","sCliente","tTipoOptimizador","dRelTransformacion","bLlevaTerciario","IDevCercano","IVoltDefPor","DVoltSistGen","dVoltajeSistAT","dVoltajeSistATInterfaz","dVoltajePrefallaRL","bTerciarioExt","bTerciarioCargado","tNormaGar","iLlevaSerie","MSNM","dZry","dZsh","dZsx","dZsy","dZts","iLlevaSopApartarrayos","tTipoNucleoSolicitado","dRuido0","dRuido1","dRuido2","Terciario.tTipoDev","Terciario.tTipoConexion","Terciario.dVoltajeLinea","Terciario.iBilesSup","Terciario.iBilesMed","Terciario.iBilesInf","Terciario.MVA0","Terciario.MVA1","Terciario.MVA2","Terciario.MVA3","Terciario.MVA4","Terciario.MVA5","Terciario.dLimMinDensCorr","Terciario.dLimMaxDensCorr","Terciario.tTipoCond","Terciario.tTipoBobinaFija","Terciario.bLlevaCambiador","Terciario.bCtcPerforado","Terciario.Cambiador.tCambiador","Terciario.Cambiador.iNumPasos","Terciario.Cambiador.dPorcArriba","Terciario.Cambiador.dPorcAbajo","Terciario.Cambiador.bCapReducida","Terciario.Cambiador.dRelSerie","Terciario.Cambiador.tMarcaCambiador","Terciario.Cambiador.tTipoLR","Terciario.Cambiador.tTipoCambiador","Terciario.Cambiador.bCircExtra","Enfriamiento.bLlevaSobrecarga","Enfriamiento.iNumPasosEnfto","Enfriamiento.t_TipoEnftoP1","Enfriamiento.t_TipoEnftoP2","Enfriamiento.t_TipoEnftoP3","Enfriamiento.i_ElevTempP1","Enfriamiento.i_ElevTempP2","Enfriamiento.i_ElevTempP3","Enfriamiento.i_ElevTempP4","Enfriamiento.i_ElevTempP5","Enfriamiento.bLlevaConservador","Enfriamiento.i_HSRElev1","Enfriamiento.i_HSRElev2","Enfriamiento.i_HSRElev3","Enfriamiento.i_HSRElev4","Enfriamiento.i_HSRElev5","Enfriamiento.i_TORElev1","Enfriamiento.i_TORElev2","Enfriamiento.i_TORElev3","Enfriamiento.i_TORElev4","Enfriamiento.i_TORElev5","Enfriamiento.iCFM","Enfriamiento.tTipoRadiador","Garantias.dCapPerd","Garantias.dPerdCu","Garantias.dPerdCuInterfaz","Garantias.dPerdFe","Garantias.dPerdTot","Garantias.dCapImp","Garantias.dImpHX","Garantias.dEvPerdCu","Garantias.dEvPerdFe","Garantias.dDensFlujoGar","Garantias.dCapEficReg","Garantias.dCapExcitacion","Garantias.dPorcExcitacionGar","Garantias.dFactorPotGar","Garantias.dVoltMaxSinCarga","Garantias.dVoltMaxCarga","Garantias.dTemperatura","Garantias.dPorcEficGar","Garantias.dDilFasesInfCap1Grupo1","Garantias.dDilFasesMedCap1Grupo1","Garantias.dDilFasesSupCap1Grupo1","Configurables.bFreeBuckling","Configurables.iUsarColectores","Configurables.bNucleo3PAchatado","Configurables.bUsarDosCapas","Configurables.iAparatoFIT","Configurables.iAparatoGS","Configurables.bOptimizarConCosto","Configurables.bUsarGyC","Configurables.iDiamNucleoGyC","Configurables.dDenFlujoGyC","Configurables.dDenCorrBTGyC","Configurables.dDenCorrATGyC","Configurables.dPotencialAplicadoAT","Configurables.dPotencialAplicadoBT","Configurables.dImpulsoManiobraAT","Nucleo.dDiamNucleoMin","Nucleo.dDiamNucleoMax","Nucleo.dDensFlujoMin","Nucleo.dDensFlujoMax","Nucleo.tTipoNucleo","Nucleo.tTipoLamina","Nucleo.bOpcionLamina0","Nucleo.bOpcionLamina1","Nucleo.bOpcionLamina2","Nucleo.bOpcionLamina3","SobreCarga.bCalculaSC","SobreCarga.iDuracionPrueba","Tanque.iSegGarganta","Tanque.iSegENA","Tanque.iSegCBC","Tanque.iSegCSC","Tanque.iSegTorretasAT","Tanque.iSegGabinete","Tanque.iSegConservador","Tanque.iBloqSegmento1","Tanque.iBloqSegmento2","Tanque.iBloqSegmento3","Tanque.iBloqSegmento4","BoquillaAT.dAltColaBoq","BoquillaAT.dDiamExtColaBoqTCs","BoquillaAT.sDescripcionBoq","BoquillaAT.sNoArticulo","BoquillaAT.dDiamExtBrida","BoquillaAT.dDiamDeflSupBoq","BoquillaAT.dLargoColaBoq","BoquillaAT.dDiamColaTCS","BoquillaAT.dDiametroColaInf","BoquillaAT.dDiamExtDisco","BoquillaAT.dDiamExtDiscoDL","BoquillaAT.dEspDiscoDL","BoquillaAT.dDiamCampanaMax","BoquillaAT.dDiamDeflInf","BoquillaAT.dDiamMaxColaBoq","BoquillaAT.dLongBoqNMA","BoquillaAT.dLargoSuperior","BoquillaAT.iLlevaDeflector","BoquillaAT.dAlturaDef","BoquillaAT.dDrawLeadPin","BoquillaAT.dNivelAceite","BoquillaAT.iUbicacion"
"C",225404,1,"2","3","60",16,"KIEWIT MEXICO",1,1,"0",NA,NA,NA,400,400,100,"0","0","0","0",1000,0,0,0,"1,00E+09",0,"0","32",85,85,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",3,"6","7","7","65","65","65","-1","-1","1",80,80,80,80,0,65,65,65,65,0,"7400","2","240",0,0,0,0,240,9,1000,1000,17273,"400","240",0,0.8,1.1,1.05,85,99.7,NA,NA,NA,"1","0",0,"1",NA,NA,"0",1,0,0,0,0,NA,NA,NA,1037,1200,1.4,1.727,"32",9,"1","0","1","0",NA,NA,0,"0","0","4","3","4","4",NA,NA,NA,NA,0,0,"420Z1600AB","PF887",597,407,1632,NA,NA,NA,NA,NA,475,369,430,NA,NA,NA,NA,NA,NA,NA
"C",225568,1,"2","3","60",16,"AECOM",1,1,"0",NA,NA,NA,345,345,100,"0","0","0","0",1000,0,0,0,"1,00E+09",0,"0","32",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",3,"6","7","7","65","65","65","-1","-1","1",80,80,80,80,0,65,65,65,65,0,"7400","2","300",0,0,0,0,300,10,0,0,17273,"300","300",0,0.8,1.1,1.05,85,0,NA,NA,NA,"1","-1",0,"1",NA,NA,"0",1,0,0,0,0,NA,NA,NA,1046,1200,1.4,1.727,"32",9,"1","0","0","0",NA,NA,0,"0","0","4","0","1","4",NA,NA,NA,NA,0,0,"POC1175G1216CMS","PU75",584,356,1295,NA,NA,NA,NA,NA,368,267,318,NA,NA,NA,NA,NA,NA,NA
"C",225948,1,"2","3","60",17,"EDF RENEWABLE ENERGY",1,1,"0",NA,NA,NA,230,230,100,"0","0","0","0",1000,0,0,0,"1,00E+09",0,"0","30",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",2,"6","7","-1","65","65","-1","-1","-1","1",80,80,0,0,80,65,65,0,0,65,"7400","2","150",0,0,0,0,150,10,0,0,17273,"150","150",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","0",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,785,1020,1.4,1.727,"30",2,"0","1","0","0",NA,NA,0,"4","2","0","0","4","4",NA,NA,NA,NA,0,0,"230W0800VQ","PC696",597,368,1525,NA,NA,NA,NA,NA,412,254,429,NA,NA,NA,NA,NA,NA,NA
"B",226200,1,"2","3","60",17,"MAETEL",1,1,"0",NA,NA,NA,115,115,100,"0","0","0","0",1000,0,0,0,"1,00E+09",0,"0","30",74,77,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",3,"6","7","7","65","65","65","-1","-1","1",80,80,80,0,0,65,65,65,0,0,"7400","2","24",0,0,0,0,24,7.2,0,0,17150,"24","24",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","0",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,162.925,1.7273,"30",9,"1","0","0","0",NA,NA,0,"0","2","0","0","4","4",NA,NA,NA,NA,0,0,"POC550G0800S","HQ86",387,235,1092,NA,NA,NA,NA,NA,279,165,187,NA,NA,NA,NA,NA,NA,NA
"F",226286,1,"2","3","60",3,"GE GRID SOLUTIONS S.A. DE C.V.",1,1,"1",NA,NA,NA,230,230,100,"0","0","0","0",2069,0,0,0,"1,00E+09",0,"0","30",81,83,84,0,5,9.95,110,110,110,26.25,35,43.75,-1,-1,0,1.4,0,-1,0,"0",0,"0",0,0,0,0,1,"-1","-1","-1","0","0",3,"6","7","7","65","65","65","-1","-1","1",80,80,80,80,80,65,65,65,65,65,"7400","2","75",125,125,50.5,0,75,9,1000,8400,17273,"75","75",0,0.8,1.1,1.05,85,99.5,NA,NA,NA,"0","0",0,"0",NA,NA,"0",1,0,0,0,0,NA,NA,NA,659,959,1.4,1.727,"30",10,"0","0","1","0",NA,NA,0,"0","2","0","0","2","4",NA,NA,NA,NA,0,0,"POC900G2500Z087","PI203",584,267,1511,NA,NA,NA,NA,NA,316,267,257,NA,NA,NA,NA,NA,NA,NA
"C",226320,2,"2","3","60",16,"KIEWIT DE MEXICO",2,1,"0",NA,NA,NA,23,23,100,"0","0","0","0",1000,0,0,0,"1,00E+09",0,"0","30",71,73,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",3,"6","7","7","65","65","65","-1","-1","1",80,80,80,80,80,65,65,65,65,65,"7400","2","18",0,0,0,0,18,6,1500,1500,17273,"18","18",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","0",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,576,1.4,1.727,"30",9,"1","0","1","0",NA,NA,0,"0","0","4","0","1","4",NA,NA,NA,NA,0,0,"025W0412AT","EF72",229,151,750,NA,NA,NA,NA,NA,206,38.1,90,NA,NA,NA,NA,NA,NA,NA
"B",226456,3,"2","3","60",17,"IBERDROLA",1,1,"0",NA,NA,NA,230,230,100,"0","0","3","0",2500,0,0,0,"1,00E+09",0,"0","30",84,86,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",3,"6","7","7","65","65","65","-1","-1","1",80,80,80,0,0,55,55,55,0,0,"7400","2","135",0,0,0,0,135,9.82,0,0,17273,"135","135",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","-1",1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,768,1020,1.4,1.727,"30",9,"1","0","1","0",NA,NA,0,"0","2","0","0","2","4",NA,NA,NA,NA,0,0,"ETA-252/2000-4","PK175",550,380,1075,NA,NA,NA,NA,NA,424,0,220,NA,NA,NA,NA,NA,NA,NA
"C",226456,4,"2","3","60",17,"IBERDROLA",1,1,"0",NA,NA,NA,115,115,100,"0","0","3","0",2500,0,0,0,"1,00E+09",0,"0","30",0,0,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",3,"6","7","7","65","65","65","-1","-1","1",80,80,80,0,0,55,55,55,0,0,"7400","2","135",0,0,0,0,135,9.82,0,0,17273,"135","135",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","-1",1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.4,1.727,"30",9,"1","0","0","0",NA,NA,0,"0","2","0","0","2","4",NA,NA,NA,NA,0,0,"ETA-126/2000-4","PK743",400,270,790,NA,NA,NA,NA,NA,340,0,150,NA,NA,NA,NA,NA,NA,NA
"C",226526,1,"1","3","60",5,"TRACTEBEL ENGIE MEXICO",1,1,"1",NA,NA,NA,400,400,100,"1","1","6","0",1000,0,0,0,"1,00E+09",0,"0","30",68,70,0,0,5,34.5,200,200,200,21,28,-1,-1,-1,0,1.4,0,1,1,"0",1,"0",0,0,0,0,1,"-1","-1","-1","0","0",2,"6","7","-1","55","55","-1","-1","-1","1",70,70,0,0,0,55,55,0,0,0,"7400","2","86",0,0,0,0,86,7.47,0,0,17273,"86","86",0,0.8,1.1,1.05,75,0,NA,NA,NA,"1","0",0,"0",NA,NA,"0",1,0,0,0,0,NA,NA,NA,603,903,1.4,1.727,"30",9,"1","1","0","0",NA,NA,0,"4","2","0","3","2","4",NA,NA,NA,NA,0,0,"420Z1600AB","PF887",597,407,1632,NA,NA,NA,NA,NA,475,369,430,NA,NA,NA,NA,NA,NA,NA
"B",226526,2,"2","3","60",3,"TRACTEBEL ENGIE",1,1,"1",NA,NA,NA,115,115,100,"0","0","6","0",1000,0,0,0,"1,00E+09",0,"0","30",80,82,0,0,5,13.8,110,110,110,30,40,-1,-1,-1,0,1.4,2.7,1,0,"0",1,"0",0,0,0,0,1,"-1","-1","-1","0","0",2,"6","7","-1","55","55","-1","-1","-1","1",70,70,0,0,0,55,55,0,0,0,"5250","2","86",0,0,0,0,86,7.47,0,0,17273,"86","86",0,0.8,1.1,1.05,75,0,NA,NA,NA,"1","0",0,"0",NA,NA,"0",1,0,0,0,0,NA,NA,NA,626,926,1.4,1.727,"30",9,"1","0","0","0",NA,NA,0,"4","2","0","0","4","4",NA,NA,NA,NA,0,0,"POC550G1216CMS","RM02",387,235,1092,NA,NA,NA,NA,NA,278,267,187,NA,NA,NA,NA,NA,NA,NA
"B",226567,1,"2","3","60",17,"IBERDROLA",1,1,"0",NA,NA,NA,18,18,100,"0","0","3","0",2500,0,0,0,"1,00E+09",0,"0","30",71,73,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",3,"6","7","7","65","65","65","-1","-1","1",75,75,75,0,0,65,65,65,0,0,"7400","2","16.5",49.93,49.93,29,0,16.5,7.4,0,0,17273,"16.5","16.5",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","0",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,600,1.4,1.727,"30",9,"1","0","0","0",NA,NA,0,"0","2","0","0","1","4",NA,NA,NA,NA,0,0,"ETA-40.5/4000-3","PJ843",280,245,600,NA,NA,NA,NA,NA,340,0,110,NA,NA,NA,NA,NA,NA,NA
"A",226676,1,"2","3","60",19,"CIELCO",1,1,"0",NA,NA,NA,115,115,100,"0","0","3","0",2500,0,0,0,"1,00E+09",0,"0","30",70,72,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",2,"6","7","-1","55","55","-1","-1","-1","1",65,65,0,0,0,55,55,0,0,0,"7400","2","10",0,0,0,0,10,9,0,0,17273,"10","10",0,0.8,1.1,1.05,75,0,NA,NA,NA,"0","0",1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,559,1.4,1.727,"30",9,"1","0","0","0",NA,NA,0,"0","4","0","0","1","4",NA,NA,NA,NA,0,0,"ETA-126/1250-4","PJ846",400,270,900,NA,NA,NA,NA,NA,360,141,141,NA,NA,NA,NA,NA,NA,NA
"A",2266791,1,"2","3","60",3,NA,1,1,"1",NA,NA,NA,345,345,105,"0","0","0","0",1000,0,0,9,"1,00E+09",0,"0","30",0,0,0,0,5,13.8,150,150,150,29,38.67,48.33,-1,-1,0,1.4,0,-1,-1,"0",1,"0",0,0,0,0,1,"-1","-1","-1","0","0",3,"6","7","7","65","65","65","-1","-1","1",80,80,80,80,80,65,65,65,65,65,"7400","2","81",0,0,0,0,81,9,3000,2000,17273,"81","81",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","0",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.4,1.727,"30",10,"1","0","1","0",NA,NA,0,"0","2","0","0","4","4",NA,NA,NA,NA,0,0,"POC1300G0800Y11","PI625",584,356,1334,NA,NA,NA,NA,NA,368.3,267,318,NA,NA,NA,NA,NA,NA,NA
"A",226721,1,"2","1","60",14,"MEPPI",1,1,"0",NA,NA,NA,138,138,100,"0","0","0","0",1000,0,0,0,"1,00E+09",0,"0","12",78,80,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",3,"6","7","7","65","65","65","-1","-1","1",80,80,80,80,80,65,65,65,65,65,"7400","2","60",0,0,0,0,60,8.4,0,0,14430,"60","60",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","0",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,790,1090,1.4,1.443,"12",9,"1","0","0","0",NA,NA,0,"0","0","4","0","1","4",NA,NA,NA,NA,0,0,"138Z3000AU","PF927",426,214,1187,NA,NA,NA,NA,NA,271,242,203,NA,NA,NA,NA,NA,NA,NA
"B",226721,1,"2","3","60",14,"MEPPI",1,1,"0",NA,NA,NA,138,138,100,"0","0","0","0",1000,0,0,0,"1,00E+09",0,"0","30",72,74,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",3,"6","7","7","65","65","65","-1","-1","1",80,80,80,80,80,65,65,65,65,65,"7400","2","90",0,0,0,0,90,6,0,0,14430,"90","90",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","0",1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705,1005,1.4,1.443,"30",9,"1","0","0","0",NA,NA,0,"0","0","0","0","1","4",NA,NA,NA,NA,0,0,"138Z3000AU","PF927",426,214,1187,NA,NA,NA,NA,NA,271,242,203,NA,NA,NA,NA,NA,NA,NA
"A",226755,1,"2","3","60",3,"ELECNOR",1,1,"1",NA,NA,NA,230,230,110,"0","0","2","0",1226,0,0,0,"1,00E+09",0,"0","30",77,78,80,0,5,13.8,110,110,110,20,27,33,-1,-1,0,1.4,0,-1,0,"0",0,"0",0,0,0,0,1,"-1","-1","-1","0","0",3,"6","7","7","65","65","65","-1","-1","1",58,58,58,0,80,40,40,40,0,65,"7400","2","60",0,0,0,0,60,10.5,0,0,17273,"60","60",0,0.8,1.1,1.05,85,99.57,NA,NA,NA,"1","0",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.4,1.727,"30",9,"1","0","0","0",NA,NA,0,"0","2","0","0","1","4",NA,NA,NA,NA,0,0,"POC900G2500Z087","PI203",584,267,1511,NA,NA,NA,NA,NA,316,267,257,NA,NA,NA,NA,NA,NA,NA
"A",226757,1,"2","3","60",17,"GLOBAL ENERGY SERVICES",1,1,"0",NA,NA,NA,115,115,100,"0","0","0","0",1000,0,0,0,"1,00E+09",0,"0","30",75,77,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",2,"6","7","-1","65","65","-1","-1","-1","1",80,80,0,0,80,65,65,0,0,65,"7400","2","30",0,0,0,0,30,5.62,0,0,17273,"30","30",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","0",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444,744,1.4,1.727,"30",9,"1","0","1","0",NA,NA,0,"0","2","0","0","1","4",NA,NA,NA,NA,0,0,"POC550G0800S","HQ86",387,235,1092,NA,NA,NA,NA,NA,279,165,187,NA,NA,NA,NA,NA,NA,NA
"A",226778,1,"1","3","60",12,"FIRST ENERGY",1,1,"1",NA,NA,NA,69,69,100,"0","0","0","0",1000,0,0,0,"1,00E+09",0,"0","30",71,74,0,0,5,13.2,150,150,150,7,8.75,-1,-1,-1,0,1.4,0,1,1,"0",1,"0",0,0,0,0,1,"-1","-1","-1","0","0",2,"6","7","-1","65","65","-1","-1","-1","1",80,80,0,0,80,65,65,0,0,65,"7400","2","20",0,0,0,0,20,7.4,1400,2900,17273,"20","20",0,0.8,1.1,1.05,85,0,NA,NA,NA,"1","0",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.4,1.727,"30",9,"1","0","1","0",NA,NA,0,"0","0","4","0","1","4",NA,NA,NA,NA,0,0,"350-412-210-00","PI031",270,60,952.5,NA,NA,NA,NA,NA,220,38,152,NA,NA,NA,NA,NA,NA,NA
"A",226786,1,"2","3","60",3,"CFE",1,1,"1",NA,NA,NA,230,230,100,"1","1","3","0",2500,0,0,0,"1,00E+09",0,"0","30",78,80,81,0,5,15,110,110,110,7.2,9.6,12,-1,-1,0,1.4,0,0,0,"0",0,"0",0,0,0,0,1,"-1","-1","-1","0","0",3,"6","7","7","65","65","65","-1","-1","1",80,80,80,0,0,65,65,65,0,0,"7400","2","36",0,0,0,0,36,10.8,5050,4218,17200,"36","36",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","0",0,"0",NA,NA,"0",0,0,0,0,0,NA,NA,NA,460,760,1.4,1.727,"30",9,"1","0","1","0",NA,NA,0,"4","2","0","0","4","4",NA,NA,NA,NA,0,0,"ETA-252/1250-3 ","PJ841",550,380,1045,NA,NA,NA,NA,NA,424,0,220,NA,NA,NA,NA,NA,NA,NA
"A",226788,1,"2","3","60",17,"GE CANADA",1,1,"0",NA,NA,NA,122,122,110,"0","0","1","0",1000,0,0,0,"1,00E+09",0,"0","30",70,72,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",2,"6","7","-1","65","65","-1","-1","-1","1",80,80,0,0,80,65,65,0,0,65,"7400","2","10",0,0,0,0,10,8.45,0,0,17273,"10","10",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","0",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,567,1.4,1.727,"30",9,"1","0","0","0",NA,NA,0,"0","2","0","0","1","4",NA,NA,NA,NA,0,0,"145G0600AD","HS48",432,229,1118,NA,NA,NA,NA,NA,348,165,222,NA,NA,NA,NA,NA,NA,NA
"A",226789,1,"2","3","60",19,"CIENTIFICA CEA",1,1,"0",NA,NA,NA,69,69,100,"0","0","0","0",1000,0,0,0,"1,00E+09",0,"0","30",74,76,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",3,"6","7","7","55","55","56","-1","-1","1",60,60,60,70,0,45,45,45,55,0,"7400","2","37.6",0,0,0,0,37.6,8.5,0,0,17273,"37.6","37.6",0,0.8,1.1,1.05,75,0,NA,NA,NA,"0","0",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415,715,1.4,1.727,"30",9,"1","0","0","0",NA,NA,0,"0","2","0","0","1","4",NA,NA,NA,NA,0,0,"069Z0412AN","PF778",280,176,953,NA,NA,NA,NA,NA,207,38.1,147,NA,NA,NA,NA,NA,NA,NA
"A",226811,1,"2","3","60",3,"NGC INDUSTRIES INC",1,1,"1",NA,NA,NA,345,345,100,"0","0","0","0",1000,0,0,0,"1,00E+09",0,"0","30",82,85,0,0,5,13.8,110,110,110,50,66.67,-1,-1,-1,0,1.4,0,-1,0,"0",0,"0",0,0,0,0,1,"-1","-1","-1","0","0",2,"6","7","-1","65","65","-1","-1","-1","1",80,80,0,0,0,65,65,0,0,0,"7400","2","150",0,0,0,0,150,10.5,0,0,17273,"150","150",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","0",0,"0",NA,NA,"0",0,0,0,0,0,NA,NA,NA,838,1020,1.4,1.727,"30",9,"1","0","0","0",NA,NA,0,"0","0","4","0","1","4",NA,NA,NA,NA,0,0,"POC1175G1216CMS","PU75",584,356,1295,NA,NA,NA,NA,NA,368,267,318,NA,NA,NA,NA,NA,NA,NA
"B",226821,4,"2","3","60",4,NA,1,1,"1",NA,NA,NA,240,240,105,"0","0","1","0",1000,0,0,0,"1,00E+09",0,"0","30",0,0,88,0,5,13.8,150,150,150,60.55,80.73,100.92,-1,-1,0,1.4,0,-1,-1,"0",1,"0",0,0,0,0,1,"-1","-1","-1","0","0",3,"6","7","7","65","65","65","-1","-1","1",80,80,80,0,80,65,65,65,0,65,"7400","2","173",0,0,0,0,173,10,12000,15000,17273,"173","173",0,0.8,1.1,1.05,85,0,NA,NA,NA,"1","0",1,"0",NA,NA,"0",1,0,0,0,0,NA,NA,NA,0,0,1.4,1.727,"30",9,"1","0","1","0",NA,NA,0,"0","4","0","0","2","4",NA,NA,NA,NA,0,0,"345Z0800AD","PJ836",597,375,1295,NA,NA,NA,NA,NA,350,292.1,324,NA,NA,NA,NA,NA,NA,NA
"A",226838,1,"2","3","60",17,"METRO CD. MEXICO",1,1,"0",NA,NA,NA,85,85,100,"0","0","3","0",2500,0,0,0,"1,00E+09",0,"0","30",77,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",1,"6","-1","-1","65","-1","-1","-1","-1","1",80,0,0,0,80,65,0,0,0,65,"7400","2","42",0,0,0,0,42,16.41,0,0,17273,"42","42",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","0",0,"0",NA,NA,"0",1,0,0,0,0,NA,NA,NA,351,651,1.4,1.727,"30",9,"1","0","0","0",NA,NA,0,"0","0","4","0","1","4",NA,NA,NA,NA,0,0,"ETA-126/1250-4","PJ846",400,270,900,NA,NA,NA,NA,NA,360,141,141,NA,NA,NA,NA,NA,NA,NA
"A",226870,1,"1","3","60",10,NA,1,1,"1",NA,NA,NA,161,161,100,"1","1","0","0",1000,0,0,0,"1,00E+09",0,"0","30",0,0,0,0,5,13.8,110,110,110,12,16,20,22.4,-1,0,1.4,0,-1,-1,"0",1,"0",0,0,0,0,1,"-1","-1","-1","0","0",3,"6","7","7","55","55","56","-1","-1","0",70,70,70,80,80,55,55,55,65,65,"7400","2","60",0,0,0,0,60,4.4,5716.67,4620,17273,"60","60",0,0.8,1.1,1.05,75,0,NA,NA,NA,"0","0",0,"0",NA,NA,"0",0,0,0,0,0,NA,NA,NA,0,0,1.4,1.727,"30",9,"1","0","1","0",NA,NA,0,"0","2","4","0","1","0",NA,NA,NA,NA,0,0,"POC750G0800S","PO79",450,267,1276,NA,NA,NA,NA,NA,286,165,225,NA,NA,NA,NA,NA,NA,NA
"A",226881,1,"2","3","60",14,"MEPPI / AEP",1,1,"0",NA,NA,NA,138,138,100,"0","0","0","0",1000,0,0,0,"1,00E+09",0,"0","30",67,69,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",3,"6","7","7","65","65","65","-1","-1","1",80,80,80,0,0,65,65,65,0,0,"5250","2","60",0,0,0,0,60,6,5000,5000,14000,"60","60",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","0",0,"0",NA,NA,"0",0,0,0,0,0,NA,NA,NA,623,923,1.3,1.438,"30",10,"0","0","1","0",NA,NA,0,"2","0","0","0","1","4",NA,NA,NA,NA,0,0,"POC650G1216CMS","E116",413,235,1187,NA,NA,NA,NA,NA,295,267,203,NA,NA,NA,NA,NA,NA,NA
